power,pitch_mean,pitch_sd,voiced_fr,tempogram,label
0.013121150170412023,182.3768087775216,49.32795321686972,0.7520278099652375,0.18524685686580145,Harry
0.004868942562568401,176.1978473799066,46.430793054024406,0.7466986794717887,0.1983262299459631,Harry
0.027796710250798193,289.23352336253606,79.00502534837472,0.77129750982962,0.11575807893573437,Harry
0.026202221903906392,297.7199937000076,63.46959190674923,0.8725038402457758,0.13589044293725436,Harry
0.0725817319746809,174.58376990605814,34.89715512843218,0.7865497076023392,0.20974250072079134,Harry
0.0202235117149255,164.10263753718328,27.69654784817545,0.6315077755240027,0.1763199595493714,Harry
0.051914391014835394,172.2308346850232,31.327438396538135,0.8556925308194344,0.22986968784525044,Harry
0.05814220776185921,173.37091878147504,43.38295964374298,0.8680167597765364,0.26929513584537357,Harry
0.0312901656926884,136.5833749942348,41.03150367340873,0.6872673119880863,0.20017756475141366,Harry
0.18316508257177996,237.17207667586314,60.37116241513497,0.9138461538461539,0.23143393298885254,Harry
0.07704549655605483,218.72135253342708,58.45767609728533,0.911402157164869,0.20651351452549963,Harry
0.0470127340633261,190.45885372433975,50.59483797145416,0.75518341307815,0.18167119786612448,Harry
0.04423101821748337,168.1522124621881,32.22227090967132,0.9406360424028268,0.24063107967213057,Harry
0.02110542228373334,141.5959381594335,31.653455715390603,0.7735703245749613,0.18419906653202994,Harry
0.011107281188832814,129.29011334405703,28.263522400437548,0.5698924731182796,0.16872382013944182,Harry
0.033276716056488645,148.0229476182433,39.38285464990996,0.5957602339181286,0.13517076178683238,Harry
0.025085939342392487,326.0120572121686,38.656042681102086,0.7710750193348801,0.15850373378405888,Harry
0.013049826902501723,335.4956432049426,51.17131906931296,0.871616395978345,0.18737214652486023,Harry
0.036522329820121956,330.65099105585404,66.8284060357772,0.7252747252747253,0.21294880185875467,Harry
0.019411631867285225,331.46706989156525,61.73845842485448,0.8823981552651806,0.21219594484030535,Harry
0.04090908800926496,179.6844248079377,41.655961090442965,0.6787671232876712,0.16514285450865365,Harry
0.03076715620793961,184.60444006207098,39.6937053983877,0.7135450421257291,0.15885549047079017,Harry
0.02502787274307409,168.8759567778937,47.8744568612368,0.7711748633879781,0.2119099421536847,Harry
0.07838983990584784,180.25223994603525,46.665905007580605,0.8502269288956127,0.2716220735276255,Harry
0.038883315030841574,210.5520396095871,46.52139380699396,0.8259430840502978,0.2775642878139889,Harry
0.06417982743428358,319.54851618514056,63.14569966408836,0.8372703412073491,0.23019475871794134,Harry
0.011805028965075811,139.60519268310765,23.54390168071971,0.7267404033832141,0.123733705954552,Harry
0.010724614063898722,157.33270694212314,38.21343664673342,0.7267404033832141,0.08573766391545112,Harry
0.029548383255416647,180.87387970506174,40.38580185609951,0.8328197226502311,0.21010875214123145,Harry
0.027445236841837566,180.700324183319,47.81814209970331,0.8704703161141095,0.18948874523763826,Harry
0.023611650310578894,291.5299831074587,53.10108667191221,0.891218872870249,0.19738279629259667,Harry
0.05784837460967065,178.610761253313,37.1324518381567,0.7888631090487239,0.2709448642037478,Harry
0.047000431589773316,188.15428812157367,40.24632983638627,0.7935034802784223,0.26560962487221007,Harry
0.04891778942115768,185.51768996420313,33.30788889704454,0.8839285714285714,0.19383545534818358,Harry
0.03776593208312988,151.57927742090166,24.96284433105349,0.8736223365172667,0.16718923489313592,Harry
